customer_id,name,email,membership_age,revenue,preferred_film_language,preferred_film_category,city,preferred_film_year
154,MICHELE GRANT,MICHELE.GRANT@sakilacustomer.org,183.0,130.7,['English             '],"['Action', 'Children', 'Games', 'Sci-Fi', 'Travel']",Yuncheng,['00s']
155,GAIL KNIGHT,GAIL.KNIGHT@sakilacustomer.org,183.0,109.75,['English             '],"['Action', 'Animation', 'Classics', 'Family', 'Games']",Bern,['00s']
156,BERTHA FERGUSON,BERTHA.FERGUSON@sakilacustomer.org,183.0,101.75,['English             '],"['Action', 'Children', 'Comedy', 'Drama', 'Travel']",Ondo,['00s']
157,DARLENE ROSE,DARLENE.ROSE@sakilacustomer.org,183.0,113.69,['English             '],"['Action', 'Animation', 'Comedy', 'Foreign', 'Music']",Pyongyang,['00s']
158,VERONICA STONE,VERONICA.STONE@sakilacustomer.org,183.0,126.68,['English             '],"['Action', 'Animation', 'Children', 'Sci-Fi', 'Sports']",Greensboro,['00s']
159,JILL HAWKINS,JILL.HAWKINS@sakilacustomer.org,183.0,68.79,['English             '],"['Animation', 'Classics', 'Comedy', 'Drama', 'Family']",Linz,['00s']
160,ERIN DUNN,ERIN.DUNN@sakilacustomer.org,183.0,106.73,['English             '],"['Action', 'Animation', 'Classics', 'Games', 'Music']",Ljubertsy,['00s']
161,GERALDINE PERKINS,GERALDINE.PERKINS@sakilacustomer.org,183.0,112.7,['English             '],"['Action', 'Animation', 'Documentary', 'Family', 'Foreign']",Tel Aviv-Jaffa,['00s']
162,LAUREN HUDSON,LAUREN.HUDSON@sakilacustomer.org,183.0,71.8,['English             '],"['Animation', 'Classics', 'Documentary', 'Drama', 'Sports']",Le Mans,['00s']
163,CATHY SPENCER,CATHY.SPENCER@sakilacustomer.org,183.0,122.71,['English             '],"['Action', 'Animation', 'Classics', 'Family', 'Sports']",Kakamigahara,['00s']
164,JOANN GARDNER,JOANN.GARDNER@sakilacustomer.org,183.0,66.84,['English             '],"['Children', 'Documentary', 'Foreign', 'Games', 'Music']",Tarsus,['00s']
165,LORRAINE STEPHENS,LORRAINE.STEPHENS@sakilacustomer.org,183.0,86.79,['English             '],"['Animation', 'Children', 'Classics', 'Family', 'Sci-Fi']",Hami,['00s']
166,LYNN PAYNE,LYNN.PAYNE@sakilacustomer.org,183.0,123.72,['English             '],"['Classics', 'Comedy', 'Music', 'Sci-Fi', 'Sports']",Lilongwe,['00s']
167,SALLY PIERCE,SALLY.PIERCE@sakilacustomer.org,183.0,119.68,['English             '],"['Action', 'Drama', 'Games', 'Music', 'Travel']",Chandrapur,['00s']
168,REGINA BERRY,REGINA.BERRY@sakilacustomer.org,183.0,135.66,['English             '],"['Animation', 'Foreign', 'Games', 'Horror', 'Travel']",Jinchang,['00s']
169,ERICA MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,183.0,95.78,['English             '],"['Children', 'Documentary', 'Foreign', 'Games', 'Sports']",Pingxiang,['00s']
170,BEATRICE ARNOLD,BEATRICE.ARNOLD@sakilacustomer.org,183.0,119.74,['English             '],"['Family', 'Foreign', 'Games', 'Horror', 'Sci-Fi']",Udaipur,['00s']
171,DOLORES WAGNER,DOLORES.WAGNER@sakilacustomer.org,183.0,114.74,['English             '],"['Action', 'Children', 'Horror', 'Sci-Fi', 'Sports']",Ipoh,['00s']
172,BERNICE WILLIS,BERNICE.WILLIS@sakilacustomer.org,183.0,145.67,['English             '],"['Animation', 'Children', 'Drama', 'Horror', 'Music']",Batman,['00s']
173,AUDREY RAY,AUDREY.RAY@sakilacustomer.org,183.0,119.71,['English             '],"['Action', 'Comedy', 'Drama', 'Games', 'Horror']",Graz,['00s']
174,YVONNE WATKINS,YVONNE.WATKINS@sakilacustomer.org,183.0,92.79,['English             '],"['Action', 'Animation', 'Comedy', 'Documentary', 'Drama']",Ocumare del Tuy,['00s']
175,ANNETTE OLSON,ANNETTE.OLSON@sakilacustomer.org,183.0,98.76,['English             '],"['Documentary', 'Drama', 'Family', 'Horror', 'Travel']",Allappuzha (Alleppey),['00s']
176,JUNE CARROLL,JUNE.CARROLL@sakilacustomer.org,183.0,173.63,['English             '],"['Animation', 'Comedy', 'Foreign', 'Sci-Fi', 'Sports']",Skikda,['00s']
177,SAMANTHA DUNCAN,SAMANTHA.DUNCAN@sakilacustomer.org,183.0,71.77,['English             '],"['Children', 'Documentary', 'Drama', 'Sports', 'Travel']",Matamoros,['00s']
178,MARION SNYDER,MARION.SNYDER@sakilacustomer.org,183.0,194.61,['English             '],"['Action', 'Animation', 'Documentary', 'Foreign', 'Sports']",Santa Brbara dOeste,['00s']
179,DANA HART,DANA.HART@sakilacustomer.org,183.0,133.71,['English             '],"['Action', 'Children', 'Foreign', 'Games', 'Sci-Fi']",Kirovo-Tepetsk,['00s']
180,STACY CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,183.0,98.77,['English             '],"['Action', 'Drama', 'Games', 'Sports', 'Travel']",Pereira,['00s']
181,ANA BRADLEY,ANA.BRADLEY@sakilacustomer.org,183.0,174.66,['English             '],"['Action', 'Classics', 'Foreign', 'Games', 'Travel']",Memphis,['00s']
182,RENEE LANE,RENEE.LANE@sakilacustomer.org,183.0,97.74,['English             '],"['Action', 'Comedy', 'Games', 'Horror', 'Sci-Fi']",Compton,['00s']
183,IDA ANDREWS,IDA.ANDREWS@sakilacustomer.org,183.0,76.77,['English             '],"['Action', 'Foreign', 'Games', 'Horror', 'Sci-Fi']",Luzinia,['00s']
184,VIVIAN RUIZ,VIVIAN.RUIZ@sakilacustomer.org,183.0,90.77,['English             '],"['Animation', 'Documentary', 'Family', 'Horror', 'Music']",s-Hertogenbosch,['00s']
185,ROBERTA HARPER,ROBERTA.HARPER@sakilacustomer.org,183.0,84.77,['English             '],"['Animation', 'Children', 'Classics', 'Drama', 'Foreign']",Shahr-e Kord,['00s']
186,HOLLY FOX,HOLLY.FOX@sakilacustomer.org,183.0,114.69,['English             '],"['Classics', 'Comedy', 'Documentary', 'Drama', 'Foreign']",Haldia,['00s']
187,BRITTANY RILEY,BRITTANY.RILEY@sakilacustomer.org,183.0,159.72,['English             '],"['Action', 'Classics', 'Drama', 'Games', 'Music']",Sumy,['00s']
188,MELANIE ARMSTRONG,MELANIE.ARMSTRONG@sakilacustomer.org,183.0,92.75,['English             '],"['Action', 'Comedy', 'Documentary', 'Drama', 'Travel']",Bayugan,['00s']
189,LORETTA CARPENTER,LORETTA.CARPENTER@sakilacustomer.org,183.0,93.78,['English             '],"['Animation', 'Children', 'Games', 'Sci-Fi', 'Sports']",Oshawa,['00s']
190,YOLANDA WEAVER,YOLANDA.WEAVER@sakilacustomer.org,183.0,110.73,['English             '],"['Classics', 'Documentary', 'Drama', 'Games', 'Travel']",Tabora,['00s']
191,JEANETTE GREENE,JEANETTE.GREENE@sakilacustomer.org,183.0,74.8,['English             '],"['Action', 'Children', 'Family', 'Foreign', 'Horror']",Novoterkassk,['00s']
192,LAURIE LAWRENCE,LAURIE.LAWRENCE@sakilacustomer.org,183.0,99.77,['English             '],"['Animation', 'Classics', 'Comedy', 'Games', 'Travel']",Firozabad,['00s']
193,KATIE ELLIOTT,KATIE.ELLIOTT@sakilacustomer.org,183.0,109.75,['English             '],"['Animation', 'Children', 'Games', 'Horror', 'Sports']",Kisumu,['00s']
194,KRISTEN CHAVEZ,KRISTEN.CHAVEZ@sakilacustomer.org,183.0,87.82,['English             '],"['Animation', 'Drama', 'Family', 'Horror', 'Travel']",Hino,['00s']
195,VANESSA SIMS,VANESSA.SIMS@sakilacustomer.org,183.0,86.81,['English             '],"['Documentary', 'Drama', 'Games', 'Music', 'Sports']",Siegen,['00s']
196,ALMA AUSTIN,ALMA.AUSTIN@sakilacustomer.org,183.0,151.65,['English             '],"['Action', 'Animation', 'Drama', 'Family', 'Horror']",Mannheim,['00s']
197,SUE PETERS,SUE.PETERS@sakilacustomer.org,183.0,154.6,['English             '],"['Animation', 'Children', 'Classics', 'Comedy', 'Travel']",Changzhou,['00s']
198,ELSIE KELLEY,ELSIE.KELLEY@sakilacustomer.org,183.0,141.63,['English             '],"['Action', 'Comedy', 'Foreign', 'Horror', 'Sci-Fi']",Ikerre,['00s']
199,BETH FRANKLIN,BETH.FRANKLIN@sakilacustomer.org,183.0,103.75,['English             '],"['Children', 'Comedy', 'Drama', 'Family', 'Sports']",Haiphong,['00s']
200,JEANNE LAWSON,JEANNE.LAWSON@sakilacustomer.org,183.0,136.73,['English             '],"['Action', 'Classics', 'Documentary', 'Games', 'Horror']",Ashgabat,['00s']
201,VICKI FIELDS,VICKI.FIELDS@sakilacustomer.org,183.0,108.75,['English             '],"['Animation', 'Classics', 'Documentary', 'Games', 'Sports']",Witten,['00s']
202,CARLA GUTIERREZ,CARLA.GUTIERREZ@sakilacustomer.org,183.0,103.74,['English             '],"['Action', 'Animation', 'Children', 'Foreign', 'Travel']",Bhusawal,['00s']
203,TARA RYAN,TARA.RYAN@sakilacustomer.org,183.0,88.8,['English             '],"['Action', 'Children', 'Classics', 'Documentary', 'Drama']",Gorontalo,['00s']
204,ROSEMARY SCHMIDT,ROSEMARY.SCHMIDT@sakilacustomer.org,183.0,147.65,['English             '],"['Children', 'Family', 'Foreign', 'Horror', 'Travel']",Usak,['00s']
205,EILEEN CARR,EILEEN.CARR@sakilacustomer.org,183.0,80.82,['English             '],"['Action', 'Drama', 'Sci-Fi', 'Sports', 'Travel']",Ciudad del Este,['00s']
206,TERRI VASQUEZ,TERRI.VASQUEZ@sakilacustomer.org,183.0,126.73,['English             '],"['Action', 'Animation', 'Children', 'Family', 'Music']",Blumenau,['00s']
207,GERTRUDE CASTILLO,GERTRUDE.CASTILLO@sakilacustomer.org,183.0,137.66,['English             '],"['Classics', 'Documentary', 'Family', 'Horror', 'Sports']",Nuuk,['00s']
208,LUCY WHEELER,LUCY.WHEELER@sakilacustomer.org,183.0,91.74,['English             '],"['Action', 'Animation', 'Children', 'Documentary', 'Games']",Balurghat,['00s']
209,TONYA CHAPMAN,TONYA.CHAPMAN@sakilacustomer.org,183.0,161.68,['English             '],"['Action', 'Children', 'Classics', 'Drama', 'Horror']",Bhilwara,['00s']
210,ELLA OLIVER,ELLA.OLIVER@sakilacustomer.org,183.0,137.69,['English             '],"['Children', 'Drama', 'Family', 'Foreign', 'Sports']",Aden,['00s']
211,STACEY MONTGOMERY,STACEY.MONTGOMERY@sakilacustomer.org,183.0,151.66,['English             '],"['Animation', 'Classics', 'Games', 'Music', 'Sci-Fi']",Fuyu,['00s']
212,WILMA RICHARDS,WILMA.RICHARDS@sakilacustomer.org,183.0,91.8,['English             '],"['Children', 'Classics', 'Games', 'Sci-Fi', 'Sports']",Bellevue,['00s']
213,GINA WILLIAMSON,GINA.WILLIAMSON@sakilacustomer.org,183.0,111.72,['English             '],"['Children', 'Documentary', 'Family', 'Games', 'Sports']",Taizz,['00s']
214,KRISTIN JOHNSTON,KRISTIN.JOHNSTON@sakilacustomer.org,183.0,116.69,['English             '],"['Children', 'Comedy', 'Foreign', 'Music', 'Sports']",Sunnyvale,['00s']
215,JESSIE BANKS,JESSIE.BANKS@sakilacustomer.org,183.0,91.74,['English             '],"['Comedy', 'Family', 'Foreign', 'Music', 'Sports']",Stara Zagora,['00s']
216,NATALIE MEYER,NATALIE.MEYER@sakilacustomer.org,183.0,95.77,['English             '],"['Animation', 'Family', 'Horror', 'Sports', 'Travel']",Aparecida de Goinia,['00s']
217,AGNES BISHOP,AGNES.BISHOP@sakilacustomer.org,183.0,98.77,['English             '],"['Classics', 'Documentary', 'Drama', 'Games', 'Sci-Fi']",Sambhal,['00s']
218,VERA MCCOY,VERA.MCCOY@sakilacustomer.org,183.0,67.82,['English             '],"['Action', 'Classics', 'Comedy', 'Documentary', 'Family']",Kabul,['00s']
219,WILLIE HOWELL,WILLIE.HOWELL@sakilacustomer.org,183.0,101.74,['English             '],"['Animation', 'Comedy', 'Games', 'Music', 'Sci-Fi']",Vicente Lpez,['00s']
220,CHARLENE ALVAREZ,CHARLENE.ALVAREZ@sakilacustomer.org,183.0,114.73,['English             '],"['Drama', 'Family', 'Games', 'Music', 'Sports']",Zanzibar,['00s']
221,BESSIE MORRISON,BESSIE.MORRISON@sakilacustomer.org,183.0,132.72,['English             '],"['Animation', 'Children', 'Comedy', 'Documentary', 'Drama']",Syrakusa,['00s']
222,DELORES HANSEN,DELORES.HANSEN@sakilacustomer.org,183.0,91.79,['English             '],"['Children', 'Classics', 'Family', 'Games', 'Sports']",Jaroslavl,['00s']
223,MELINDA FERNANDEZ,MELINDA.FERNANDEZ@sakilacustomer.org,183.0,80.83,['English             '],"['Drama', 'Foreign', 'Games', 'Sci-Fi', 'Sports']",Mandi Bahauddin,['00s']
224,PEARL GARZA,PEARL.GARZA@sakilacustomer.org,183.0,76.78,['English             '],"['Action', 'Documentary', 'Foreign', 'Sports', 'Travel']",Jodhpur,['00s']
225,ARLENE HARVEY,ARLENE.HARVEY@sakilacustomer.org,183.0,120.74,['English             '],"['Documentary', 'Horror', 'Music', 'Sci-Fi', 'Travel']",Ambattur,['00s']
226,MAUREEN LITTLE,MAUREEN.LITTLE@sakilacustomer.org,183.0,87.79,['English             '],"['Animation', 'Classics', 'Foreign', 'Music', 'Sci-Fi']",Asuncin,['00s']
227,COLLEEN BURTON,COLLEEN.BURTON@sakilacustomer.org,183.0,87.76,['English             '],"['Action', 'Animation', 'Children', 'Foreign', 'Sci-Fi']",Saarbrcken,['00s']
228,ALLISON STANLEY,ALLISON.STANLEY@sakilacustomer.org,183.0,92.73,['English             '],"['Action', 'Drama', 'Foreign', 'Games', 'Sports']",Phnom Penh,['00s']
229,TAMARA NGUYEN,TAMARA.NGUYEN@sakilacustomer.org,183.0,93.75,['English             '],"['Documentary', 'Drama', 'Family', 'Music', 'Sports']",Anpolis,['00s']
230,JOY GEORGE,JOY.GEORGE@sakilacustomer.org,183.0,124.67,['English             '],"['Animation', 'Classics', 'Drama', 'Family', 'Sci-Fi']",Botosani,['00s']
231,GEORGIA JACOBS,GEORGIA.JACOBS@sakilacustomer.org,183.0,110.74,['English             '],"['Action', 'Animation', 'Children', 'Comedy', 'Music']",Uttarpara-Kotrung,['00s']
232,CONSTANCE REID,CONSTANCE.REID@sakilacustomer.org,183.0,95.75,['English             '],"['Action', 'Animation', 'Children', 'Foreign', 'Sci-Fi']",Zaria,['00s']
233,LILLIE KIM,LILLIE.KIM@sakilacustomer.org,183.0,89.77,['English             '],"['Comedy', 'Documentary', 'Foreign', 'Games', 'Sci-Fi']",Idfu,['00s']
234,CLAUDIA FULLER,CLAUDIA.FULLER@sakilacustomer.org,183.0,111.74,['English             '],"['Action', 'Children', 'Classics', 'Foreign', 'Sports']",Jalib al-Shuyukh,['00s']
235,JACKIE LYNCH,JACKIE.LYNCH@sakilacustomer.org,183.0,93.75,['English             '],"['Animation', 'Documentary', 'Drama', 'Family', 'Games']",Buenaventura,['00s']
236,MARCIA DEAN,MARCIA.DEAN@sakilacustomer.org,183.0,175.58,['English             '],"['Animation', 'Family', 'Foreign', 'Games', 'Horror']",Tanza,['00s']
237,TANYA GILBERT,TANYA.GILBERT@sakilacustomer.org,183.0,144.67,['English             '],"['Children', 'Classics', 'Games', 'Music', 'Sports']",Naju,['00s']
238,NELLIE GARRETT,NELLIE.GARRETT@sakilacustomer.org,183.0,94.79,['English             '],"['Children', 'Classics', 'Family', 'Games', 'Sci-Fi']",Shimoga,['00s']
239,MINNIE ROMERO,MINNIE.ROMERO@sakilacustomer.org,183.0,142.66,['English             '],"['Action', 'Animation', 'Drama', 'Family', 'Horror']",Ciomas,['00s']
240,MARLENE WELCH,MARLENE.WELCH@sakilacustomer.org,183.0,117.74,['English             '],"['Action', 'Children', 'Documentary', 'Family', 'Games']",Iwaki,['00s']
241,HEIDI LARSON,HEIDI.LARSON@sakilacustomer.org,183.0,122.66,['English             '],"['Action', 'Children', 'Drama', 'Family', 'Games']",Xiangfan,['00s']
242,GLENDA FRAZIER,GLENDA.FRAZIER@sakilacustomer.org,183.0,140.68,['English             '],"['Classics', 'Documentary', 'Drama', 'Family', 'Games']",Qinhuangdao,['00s']
243,LYDIA BURKE,LYDIA.BURKE@sakilacustomer.org,183.0,82.76,['English             '],"['Action', 'Children', 'Drama', 'Games', 'Horror']",San Miguel de Tucumn,['00s']
244,VIOLA HANSON,VIOLA.HANSON@sakilacustomer.org,183.0,129.68,['English             '],"['Children', 'Comedy', 'Drama', 'Family', 'Foreign']",Lapu-Lapu,['00s']
245,COURTNEY DAY,COURTNEY.DAY@sakilacustomer.org,183.0,132.68,['English             '],"['Animation', 'Children', 'Classics', 'Foreign', 'Sports']",Uijongbu,['00s']
246,MARIAN MENDOZA,MARIAN.MENDOZA@sakilacustomer.org,183.0,107.77,['English             '],"['Classics', 'Drama', 'Foreign', 'Games', 'Sci-Fi']",Maring,['00s']
247,STELLA MORENO,STELLA.MORENO@sakilacustomer.org,183.0,104.78,['English             '],"['Action', 'Children', 'Documentary', 'Sci-Fi', 'Sports']",Coacalco de Berriozbal,['00s']
248,CAROLINE BOWMAN,CAROLINE.BOWMAN@sakilacustomer.org,183.0,50.85,['English             '],"['Action', 'Children', 'Foreign', 'Games', 'Sci-Fi']",Tallahassee,['00s']
249,DORA MEDINA,DORA.MEDINA@sakilacustomer.org,183.0,107.77,['English             '],"['Action', 'Classics', 'Comedy', 'Horror', 'Travel']",Tianjin,['00s']
250,JO FOWLER,JO.FOWLER@sakilacustomer.org,183.0,73.8,['English             '],"['Drama', 'Foreign', 'Games', 'Sci-Fi', 'Travel']",Oyo,['00s']
251,VICKIE BREWER,VICKIE.BREWER@sakilacustomer.org,183.0,120.69,['English             '],"['Animation', 'Classics', 'Drama', 'Music', 'Sci-Fi']",Halle/Saale,['00s']
252,MATTIE HOFFMAN,MATTIE.HOFFMAN@sakilacustomer.org,183.0,64.78,['English             '],"['Action', 'Children', 'Comedy', 'Documentary', 'Sports']",London,['00s']
253,TERRY CARLSON,TERRY.CARLSON@sakilacustomer.org,183.0,127.71,['English             '],"['Action', 'Animation', 'Documentary', 'Family', 'Foreign']",Miyakonojo,['00s']
254,MAXINE SILVA,MAXINE.SILVA@sakilacustomer.org,183.0,116.68,['English             '],"['Animation', 'Documentary', 'Drama', 'Games', 'Sci-Fi']",Poos de Caldas,['00s']
255,IRMA PEARSON,IRMA.PEARSON@sakilacustomer.org,183.0,70.82,['English             '],"['Animation', 'Classics', 'Comedy', 'Games', 'Sports']",Hagonoy,['00s']
256,MABEL HOLLAND,MABEL.HOLLAND@sakilacustomer.org,183.0,112.7,['English             '],"['Comedy', 'Documentary', 'Drama', 'Family', 'Games']",Monywa,['00s']
257,MARSHA DOUGLAS,MARSHA.DOUGLAS@sakilacustomer.org,183.0,151.63,['English             '],"['Action', 'Children', 'Family', 'Foreign', 'Games']",Beira,['00s']
258,MYRTLE FLEMING,MYRTLE.FLEMING@sakilacustomer.org,183.0,110.76,['English             '],"['Action', 'Documentary', 'Family', 'Foreign', 'Games']",Santiago de los Caballeros,['00s']
259,LENA JENSEN,LENA.JENSEN@sakilacustomer.org,183.0,170.67,['English             '],"['Children', 'Classics', 'Comedy', 'Drama', 'Sports']",Halisahar,['00s']
260,CHRISTY VARGAS,CHRISTY.VARGAS@sakilacustomer.org,183.0,122.69,['English             '],"['Animation', 'Drama', 'Games', 'Music', 'Sports']",Datong,['00s']
261,DEANNA BYRD,DEANNA.BYRD@sakilacustomer.org,183.0,107.74,['English             '],"['Animation', 'Comedy', 'Documentary', 'Foreign', 'Music']",Tuguegarao,['00s']
262,PATSY DAVIDSON,PATSY.DAVIDSON@sakilacustomer.org,183.0,119.72,['English             '],"['Animation', 'Drama', 'Games', 'Horror', 'Music']",Portoviejo,['00s']
263,HILDA HOPKINS,HILDA.HOPKINS@sakilacustomer.org,183.0,122.71,['English             '],"['Games', 'Music', 'Sci-Fi', 'Sports', 'Travel']",Mandaluyong,['00s']
264,GWENDOLYN MAY,GWENDOLYN.MAY@sakilacustomer.org,183.0,98.75,['English             '],"['Animation', 'Classics', 'Music', 'Sci-Fi', 'Travel']",Higashiosaka,['00s']
265,JENNIE TERRY,JENNIE.TERRY@sakilacustomer.org,183.0,133.71,['English             '],"['Children', 'Comedy', 'Family', 'Foreign', 'Sports']",Olomouc,['00s']
266,NORA HERRERA,NORA.HERRERA@sakilacustomer.org,183.0,118.72,['English             '],"['Children', 'Classics', 'Documentary', 'Games', 'Sports']",Salzburg,['00s']
267,MARGIE WADE,MARGIE.WADE@sakilacustomer.org,183.0,159.64,['English             '],"['Documentary', 'Family', 'Foreign', 'Games', 'Horror']",Lengshuijiang,['00s']
268,NINA SOTO,NINA.SOTO@sakilacustomer.org,183.0,123.71,['English             '],"['Action', 'Children', 'Documentary', 'Music', 'Travel']",Palghat (Palakkad),['00s']
269,CASSANDRA WALTERS,CASSANDRA.WALTERS@sakilacustomer.org,183.0,129.7,['English             '],"['Action', 'Animation', 'Classics', 'Drama', 'Travel']",Salinas,['00s']
270,LEAH CURTIS,LEAH.CURTIS@sakilacustomer.org,183.0,104.75,['English             '],"['Children', 'Comedy', 'Family', 'Music', 'Sports']",Kalisz,['00s']
271,PENNY NEAL,PENNY.NEAL@sakilacustomer.org,183.0,68.82,['English             '],"['Animation', 'Children', 'Games', 'Sports', 'Travel']",Kumbakonam,['00s']
272,KAY CALDWELL,KAY.CALDWELL@sakilacustomer.org,183.0,98.8,['English             '],"['Action', 'Animation', 'Classics', 'Documentary', 'Family']",Yantai,['00s']
273,PRISCILLA LOWE,PRISCILLA.LOWE@sakilacustomer.org,183.0,157.65,['English             '],"['Animation', 'Documentary', 'Family', 'Games', 'Sci-Fi']",Salamanca,['00s']
274,NAOMI JENNINGS,NAOMI.JENNINGS@sakilacustomer.org,183.0,152.65,['English             '],"['Action', 'Family', 'Foreign', 'Sci-Fi', 'Sports']",Karnal,['00s']
275,CAROLE BARNETT,CAROLE.BARNETT@sakilacustomer.org,183.0,108.7,['English             '],"['Action', 'Classics', 'Games', 'Horror', 'Sports']",Peoria,['00s']
276,BRANDY GRAVES,BRANDY.GRAVES@sakilacustomer.org,183.0,122.72,['English             '],"['Action', 'Comedy', 'Documentary', 'Drama', 'Horror']",Warren,['00s']
277,OLGA JIMENEZ,OLGA.JIMENEZ@sakilacustomer.org,183.0,144.68,['English             '],"['Animation', 'Children', 'Comedy', 'Games', 'Sports']",Ogbomosho,['00s']
278,BILLIE HORTON,BILLIE.HORTON@sakilacustomer.org,183.0,88.74,['English             '],"['Comedy', 'Documentary', 'Drama', 'Foreign', 'Games']",Inegl,['00s']
279,DIANNE SHELTON,DIANNE.SHELTON@sakilacustomer.org,183.0,135.69,['English             '],"['Action', 'Animation', 'Comedy', 'Games', 'Sci-Fi']",Tabriz,['00s']
280,TRACEY BARRETT,TRACEY.BARRETT@sakilacustomer.org,183.0,118.73,['English             '],"['Children', 'Documentary', 'Family', 'Foreign', 'Sci-Fi']",Owo,['00s']
281,LEONA OBRIEN,LEONA.OBRIEN@sakilacustomer.org,183.0,50.86,['English             '],"['Animation', 'Children', 'Comedy', 'Drama', 'Games']",Fuzhou,['00s']
282,JENNY CASTRO,JENNY.CASTRO@sakilacustomer.org,183.0,103.73,['English             '],"['Documentary', 'Foreign', 'Horror', 'Sports', 'Travel']",Ponce,['00s']
283,FELICIA SUTTON,FELICIA.SUTTON@sakilacustomer.org,183.0,86.72,['English             '],"['Action', 'Animation', 'Classics', 'Documentary', 'Sci-Fi']",Korla,['00s']
284,SONIA GREGORY,SONIA.GREGORY@sakilacustomer.org,183.0,126.72,['English             '],"['Drama', 'Foreign', 'Games', 'Sci-Fi', 'Travel']",Benin City,['00s']
285,MIRIAM MCKINNEY,MIRIAM.MCKINNEY@sakilacustomer.org,183.0,135.74,['English             '],"['Action', 'Children', 'Documentary', 'Sci-Fi', 'Sports']",Otsu,['00s']
286,VELMA LUCAS,VELMA.LUCAS@sakilacustomer.org,183.0,117.73,['English             '],"['Action', 'Comedy', 'Documentary', 'Music', 'Sci-Fi']",Effon-Alaiye,['00s']
287,BECKY MILES,BECKY.MILES@sakilacustomer.org,183.0,115.71,['English             '],"['Action', 'Animation', 'Comedy', 'Drama', 'Sci-Fi']",Tambaram,['00s']
288,BOBBIE CRAIG,BOBBIE.CRAIG@sakilacustomer.org,183.0,80.76,['English             '],"['Action', 'Classics', 'Drama', 'Music', 'Sports']",Valle de Santiago,['00s']
289,VIOLET RODRIQUEZ,VIOLET.RODRIQUEZ@sakilacustomer.org,183.0,142.7,['English             '],"['Action', 'Foreign', 'Games', 'Horror', 'Sports']",Kowloon and New Kowloon,['00s']
290,KRISTINA CHAMBERS,KRISTINA.CHAMBERS@sakilacustomer.org,183.0,109.72,['English             '],"['Action', 'Comedy', 'Horror', 'Sci-Fi', 'Travel']",Valle de la Pascua,['00s']
291,TONI HOLT,TONI.HOLT@sakilacustomer.org,183.0,95.77,['English             '],"['Classics', 'Documentary', 'Games', 'Music', 'Sci-Fi']",Roanoke,['00s']
292,MISTY LAMBERT,MISTY.LAMBERT@sakilacustomer.org,183.0,118.73,['English             '],"['Classics', 'Documentary', 'Drama', 'Family', 'Sci-Fi']",Sharja,['00s']
293,MAE FLETCHER,MAE.FLETCHER@sakilacustomer.org,183.0,158.69,['English             '],"['Animation', 'Classics', 'Comedy', 'Documentary', 'Sports']",Donostia-San Sebastin,['00s']
294,SHELLY WATTS,SHELLY.WATTS@sakilacustomer.org,183.0,113.74,['English             '],"['Animation', 'Comedy', 'Drama', 'Horror', 'Sports']",Dayton,['00s']
295,DAISY BATES,DAISY.BATES@sakilacustomer.org,183.0,162.62,['English             '],"['Classics', 'Family', 'Foreign', 'Games', 'Sports']",Kolpino,['00s']
296,RAMONA HALE,RAMONA.HALE@sakilacustomer.org,183.0,129.7,['English             '],"['Comedy', 'Drama', 'Family', 'Music', 'Sports']",Patiala,['00s']
297,SHERRI RHODES,SHERRI.RHODES@sakilacustomer.org,183.0,128.67,['English             '],"['Action', 'Animation', 'Children', 'Horror', 'Sci-Fi']",Ahmadnagar,['00s']
298,ERIKA PENA,ERIKA.PENA@sakilacustomer.org,183.0,101.74,['English             '],"['Children', 'Drama', 'Games', 'Horror', 'Sports']",Oulu,['00s']
299,JAMES GANNON,JAMES.GANNON@sakilacustomer.org,183.0,131.7,['English             '],"['Action', 'Classics', 'Documentary', 'Foreign', 'Games']",Hiroshima,['00s']
300,JOHN FARNSWORTH,JOHN.FARNSWORTH@sakilacustomer.org,183.0,137.69,['English             '],"['Action', 'Drama', 'Foreign', 'Games', 'Music']",Parbhani,['00s']
301,ROBERT BAUGHMAN,ROBERT.BAUGHMAN@sakilacustomer.org,183.0,92.79,['English             '],"['Action', 'Classics', 'Music', 'Sci-Fi', 'Travel']",Kaliningrad,['00s']
302,MICHAEL SILVERMAN,MICHAEL.SILVERMAN@sakilacustomer.org,183.0,127.71,['English             '],"['Animation', 'Comedy', 'Drama', 'Games', 'Travel']",Tiefa,['00s']
303,WILLIAM SATTERFIELD,WILLIAM.SATTERFIELD@sakilacustomer.org,183.0,100.74,['English             '],"['Classics', 'Documentary', 'Drama', 'Family', 'Sports']",Sanaa,['00s']
304,DAVID ROYAL,DAVID.ROYAL@sakilacustomer.org,183.0,115.74,['English             '],"['Classics', 'Family', 'Sci-Fi', 'Sports', 'Travel']",Callao,['00s']
305,RICHARD MCCRARY,RICHARD.MCCRARY@sakilacustomer.org,183.0,109.75,['English             '],"['Comedy', 'Documentary', 'Drama', 'Foreign', 'Travel']",Arlington,['00s']
306,CHARLES KOWALSKI,CHARLES.KOWALSKI@sakilacustomer.org,183.0,138.68,['English             '],"['Comedy', 'Drama', 'Games', 'Sci-Fi', 'Sports']",Sungai Petani,['00s']
